Hardware	Implementation	Allocate	Compute	OpenCLSetup	RSSetup
Nexus5	Java(ART)	0	0	0	0
Nexus5	Java(Dalvik)	0	0	0	0
Nexus7	Java(ART)	0	0	0	0
Nexus7	Java(Dalvik)	0	0	0	0
SM-T900	Java(ART)	0	0	0	0
SM-T900	Java(Dalvik)	0	0	0	0
