App,Package,Start Time,Duration,Filename
"System",,"May 4, 2014 @ 12:56:29 AM","52 sec",""

Time  [ms],"Battery Status",Time  [ms],"Memory Usage [KB]",Time  [ms],"Battery Power [uW]",Time  [ms],"Application State",Description,
41791,0,41994,1332904,41998,1938000,33737,0,:: :: :: ::,
41891,0,42096,1332904,42100,1938000,33839,0,:: :: :: ::,
41992,0,42197,1341864,42201,1938000,33944,0,:: :: :: ::,
42095,0,42247,1341880,42251,1938000,34050,0,:: :: :: ::,
42196,0,42347,1341880,42351,1938000,34153,0,:: :: :: ::,
42246,0,42447,1341880,42451,1938000,34248,0,:: :: :: ::,
42346,0,42548,1341880,42553,1938000,34349,0,:: :: :: ::,
42447,0,42649,1341880,42653,1938000,34449,0,:: :: :: ::,
42547,0,42749,1341880,42759,1938000,34551,0,:: :: :: ::,
42648,0,42850,1341880,42854,1754000,34652,0,:: :: :: ::,
42748,0,42950,1341880,42954,1754000,34753,0,:: :: :: ::,
42848,0,43050,1339896,43056,1754000,34856,0,:: :: :: ::,
42949,0,43154,1341528,43157,1754000,34957,0,:: :: :: ::,
43049,0,43254,1342040,43257,1754000,35056,0,:: :: :: ::,
43152,0,43354,1356056,43358,1754000,35157,0,:: :: :: ::,
43253,0,43454,1356056,43458,1754000,35258,0,:: :: :: ::,
43353,0,43555,1355908,43559,1754000,35358,0,:: :: :: ::,
43454,0,43656,1355236,43661,1754000,35459,0,:: :: :: ::,
43554,0,43756,1355236,43764,1754000,35558,0,:: :: :: ::,
43654,0,43857,1355236,43861,2488000,35659,0,:: :: :: ::,
43755,0,43957,1355236,43962,2488000,35762,0,:: :: :: ::,
43856,0,44058,1355236,44063,2488000,35863,0,:: :: :: ::,
43956,0,44158,1355236,44163,2488000,35963,0,:: :: :: ::,
44056,0,44259,1355328,44263,2488000,36064,0,:: :: :: ::,
44157,0,44359,1355264,44364,2488000,36164,0,:: :: :: ::,
44257,0,44462,1355388,44469,2488000,36264,0,:: :: :: ::,
44358,0,44560,1355388,44565,2488000,36365,0,:: :: :: ::,
44458,0,44661,1355388,44665,2488000,36466,0,:: :: :: ::,
44559,0,44761,1355388,44770,2488000,36566,0,:: :: :: ::,
44659,0,44861,1355388,44867,1354000,36667,0,:: :: :: ::,
44760,0,44962,1355388,44967,1354000,36767,0,:: :: :: ::,
44860,0,45062,1362044,45066,1354000,36868,0,:: :: :: ::,
44961,0,45162,1361548,45166,1354000,36968,0,:: :: :: ::,
45061,0,45263,1362720,45267,1354000,37068,0,:: :: :: ::,
45161,0,45363,1362720,45367,1354000,37119,0,:: :: :: ::,
45262,0,45463,1362720,45468,1354000,37218,0,:: :: :: ::,
45362,0,45564,1362720,45568,1354000,37318,0,:: :: :: ::,
45462,0,45664,1362844,45668,1354000,37419,0,:: :: :: ::,
45563,0,45766,1363092,45770,1354000,37519,0,:: :: :: ::,
45663,0,45865,1363216,45869,1813000,37619,0,:: :: :: ::,
45764,0,45965,1363216,45970,1813000,37720,0,:: :: :: ::,
45864,0,46066,1363216,46071,1813000,37820,0,:: :: :: ::,
45964,0,46167,1363216,46172,1813000,37921,0,:: :: :: ::,
46065,0,46267,1363216,46271,1813000,38024,0,:: :: :: ::,
46166,0,46367,1363224,46371,1813000,38122,0,:: :: :: ::,
46266,0,46468,1363224,46471,1813000,38224,0,:: :: :: ::,
46366,0,46568,1363224,46571,1813000,38326,0,:: :: :: ::,
46467,0,46668,1363224,46672,1813000,38424,0,:: :: :: ::,
46567,0,46770,1363224,46774,1813000,38524,0,:: :: :: ::,
46667,0,46871,1363224,46876,1617000,38625,0,:: :: :: ::,
46768,0,46971,1363224,46976,1617000,38725,0,:: :: :: ::,
46870,0,47072,1363224,47080,1617000,38825,0,:: :: :: ::,
46969,0,47171,1363224,47174,1617000,38925,0,:: :: :: ::,
47070,0,47272,1363216,47280,1617000,39026,0,:: :: :: ::,
47170,0,47372,1363216,47378,1617000,39128,0,:: :: :: ::,
47270,0,47473,1363216,47478,1617000,39227,0,:: :: :: ::,
47371,0,47573,1363216,47579,1617000,39327,0,:: :: :: ::,
47471,0,47674,1363216,47678,1617000,39429,0,:: :: :: ::,
47572,0,47774,1363216,47782,1617000,39529,0,:: :: :: ::,
47672,0,47874,1363216,47878,1633000,39629,0,:: :: :: ::,
47773,0,47974,1363216,47977,1633000,39730,0,:: :: :: ::,
47873,0,48075,1363340,48078,1633000,39830,0,:: :: :: ::,
47974,0,48175,1363340,48178,1633000,39931,0,:: :: :: ::,
48074,0,48275,1363340,48279,1633000,40031,0,:: :: :: ::,
48174,0,48377,1363340,48383,1633000,40132,0,:: :: :: ::,
48275,0,48478,1363464,48483,1633000,40236,0,:: :: :: ::,
48376,0,48578,1363464,48582,1633000,40333,0,:: :: :: ::,
48477,0,48678,1363464,48683,1633000,40436,0,:: :: :: ::,
48577,0,48779,1363464,48783,1633000,40556,0,:: :: :: ::,
48677,0,48880,1363464,48886,1784000,40638,0,:: :: :: ::,
48778,0,48980,1363464,48984,1784000,40739,0,:: :: :: ::,
48878,0,49080,1363464,49085,1784000,40891,0,:: :: :: ::,
48979,0,49181,1363464,49185,1784000,40989,0,:: :: :: ::,
49079,0,49281,1363464,49288,1784000,41089,0,:: :: :: ::,
49180,0,49382,1363464,49386,1784000,41190,0,:: :: :: ::,
49280,0,49482,1363464,49490,1784000,41290,0,:: :: :: ::,
49380,0,49583,1363464,49587,1784000,41391,0,:: :: :: ::,
49481,0,49683,1363712,49688,1784000,41491,0,:: :: :: ::,
49581,0,49784,1363836,49789,1784000,41591,0,:: :: :: ::,
49682,0,49884,1363836,49890,1435000,41692,0,:: :: :: ::,
49782,0,49985,1363836,49990,1435000,41792,0,:: :: :: ::,
49883,0,50086,1363836,50094,1435000,41893,0,:: :: :: ::,
49983,0,50187,1363836,50191,1435000,41994,0,:: :: :: ::,
50084,0,50287,1363836,50291,1435000,42096,0,:: :: :: ::,
50185,0,50387,1363836,50392,1435000,42197,0,:: :: :: ::,
50285,0,50488,1363836,50492,1435000,42247,0,:: :: :: ::,
50386,0,50588,1363836,50592,1435000,42347,0,:: :: :: ::,
50486,0,50689,1363836,50694,1435000,42448,0,:: :: :: ::,
50587,0,50788,1363836,50792,1435000,42549,0,:: :: :: ::,
50687,0,50889,1350272,50893,1386000,42649,0,:: :: :: ::,
50787,0,50989,1351144,50993,1386000,42749,0,:: :: :: ::,
50888,0,51090,1351144,51094,1386000,42850,0,:: :: :: ::,
50988,0,51190,1343760,51194,1386000,42950,0,:: :: :: ::,
51089,0,51290,1343672,51294,1386000,43051,0,:: :: :: ::,
51189,0,51391,1343672,51395,1386000,43154,0,:: :: :: ::,
51290,0,51491,1343672,51495,1386000,43254,0,:: :: :: ::,
51390,0,51591,1343672,51596,1386000,43354,0,:: :: :: ::,
51490,0,51692,1343672,51696,1386000,43454,0,:: :: :: ::,
51591,0,51792,1343672,51796,1386000,43555,0,:: :: :: ::,
51691,0,51892,1343672,51896,2279000,43656,0,:: :: :: ::,
51791,0,51993,1343672,51997,2279000,43757,0,:: :: :: ::,
51892,0,52094,1343672,52099,2279000,43857,0,:: :: :: ::,
51992,0,52194,1343672,52199,2279000,43958,0,:: :: :: ::,
52093,0,52297,1343648,52302,2279000,44058,0,:: :: :: ::,
52193,0,52395,1343648,52399,2279000,44158,0,:: :: :: ::,
52294,0,52495,1343648,52499,2279000,44259,0,:: :: :: ::,
52394,0,52595,1343648,52599,2279000,44360,0,:: :: :: ::,
52494,0,52696,1343648,52700,2279000,44463,0,:: :: :: ::,
52594,0,52797,1343648,52802,2279000,44561,0,:: :: :: ::,
52695,0,,,,,44661,0,:: :: :: ::,
52795,0,,,,,44761,0,:: :: :: ::,
,,,,,,44862,0,:: :: :: ::,

System Statistics:
Sensor Id,Name,Type,Average
206,"Battery Status",Battery Status,0.0
328,"Memory Usage",Memory Usage [KB],1316001.0285714285
332,"Battery Power",Power Measurements [uW],1432529.5238095238

Application State Statistics:
App State 377,"VectorAdd::OpenCL(GPU)::Compile::Start",Start Time: 11.29 s,End Time: 11.32 s
Sensor Id,Name,Type,Average
206,"Battery Status",Battery Status,0.0
328,"Memory Usage",Memory Usage [KB],1311840.0
332,"Battery Power",Power Measurements [uW],2805000.0
App State 378,"VectorAdd::OpenCL(GPU)::Compile::Stop",Start Time: 11.32 s,End Time: 11.32 s
Sensor Id,Name,Type,Average
App State 17,"VectorAdd::OpenCL(GPU)::Setup::Start",Start Time: 11.32 s,End Time: 11.32 s
Sensor Id,Name,Type,Average
App State 18,"VectorAdd::OpenCL(GPU)::Setup::Stop",Start Time: 11.32 s,End Time: 11.32 s
Sensor Id,Name,Type,Average
App State 639,"VectorAdd::OpenCL(GPU)::Allocate::Start",Start Time: 11.32 s,End Time: 11.33 s
Sensor Id,Name,Type,Average
App State 640,"VectorAdd::OpenCL(GPU)::Allocate::Stop",Start Time: 11.33 s,End Time: 11.33 s
Sensor Id,Name,Type,Average
App State 308,"VectorAdd::OpenCL(GPU)::CopyTo::Start",Start Time: 11.33 s,End Time: 11.34 s
Sensor Id,Name,Type,Average
App State 309,"VectorAdd::OpenCL(GPU)::CopyTo::Stop",Start Time: 11.34 s,End Time: 11.39 s
Sensor Id,Name,Type,Average
App State 597,"VectorAdd::OpenCL(GPU)::Compute::Start",Start Time: 11.39 s,End Time: 11.62 s
Sensor Id,Name,Type,Average
206,"Battery Status",Battery Status,0.0
328,"Memory Usage",Memory Usage [KB],1316429.3333333333
332,"Battery Power",Power Measurements [uW],2805000.0
App State 598,"VectorAdd::OpenCL(GPU)::Compute::Stop",Start Time: 11.62 s,End Time: 11.62 s
Sensor Id,Name,Type,Average
App State 843,"VectorAdd::OpenCL(GPU)::CopyFrom::Start",Start Time: 11.62 s,End Time: 11.62 s
Sensor Id,Name,Type,Average
App State 844,"VectorAdd::OpenCL(GPU)::CopyFrom::Stop",Start Time: 11.62 s,End Time: 11.63 s
Sensor Id,Name,Type,Average
App State 808,"VectorAdd::OpenCL(GPU)::Free::Start",Start Time: 11.63 s,End Time: 11.63 s
Sensor Id,Name,Type,Average
App State 809,"VectorAdd::OpenCL(GPU)::Free::Stop",Start Time: 11.63 s,End Time: 11.84 s
Sensor Id,Name,Type,Average
206,"Battery Status",Battery Status,0.0
328,"Memory Usage",Memory Usage [KB],1313204.0
332,"Battery Power",Power Measurements [uW],2602500.0
App State 0,":: :: :: ::",Start Time: 11.84 s,End Time: 52.90 s
Sensor Id,Name,Type,Average
206,"Battery Status",Battery Status,0.0
328,"Memory Usage",Memory Usage [KB],1324896.3931203932
332,"Battery Power",Power Measurements [uW],1248837.8378378379

