App,Package,Start Time,Duration,Filename
"System",,"May 3, 2014 @ 03:47:45 PM","4 min 10 sec",""

Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",Time  [ms],"Application State",Description,
26604,0,26724,3696358,25802,368,Tpacf::Java::IO::Start,
26704,0,26825,2995580,25903,368,Tpacf::Java::IO::Start,
26804,0,26925,3694093,26002,368,Tpacf::Java::IO::Start,
26905,0,27031,2842885,26103,368,Tpacf::Java::IO::Start,
27005,0,27125,2838348,26203,368,Tpacf::Java::IO::Start,
27105,0,27225,2825063,26303,368,Tpacf::Java::IO::Start,
27205,0,27329,2747263,26404,368,Tpacf::Java::IO::Start,
27306,0,27427,3490539,26504,368,Tpacf::Java::IO::Start,
27406,0,27526,2391282,26604,368,Tpacf::Java::IO::Start,
27506,0,27627,2992883,26704,368,Tpacf::Java::IO::Start,
27606,0,27729,2414978,26805,368,Tpacf::Java::IO::Start,
27707,0,27830,2386188,26905,368,Tpacf::Java::IO::Start,
27807,0,27929,2468396,27005,368,Tpacf::Java::IO::Start,
27907,0,28030,2308534,27105,368,Tpacf::Java::IO::Start,
28007,0,28137,2793406,27206,368,Tpacf::Java::IO::Start,
28108,0,28228,2350583,27306,368,Tpacf::Java::IO::Start,
28208,0,28328,2359652,27406,368,Tpacf::Java::IO::Start,
28308,0,28435,2361916,27506,368,Tpacf::Java::IO::Start,
28408,0,28529,2341773,27607,368,Tpacf::Java::IO::Start,
28509,0,28631,2163533,27707,368,Tpacf::Java::IO::Start,
28609,0,28732,2392628,27807,368,Tpacf::Java::IO::Start,
28709,0,28831,2096768,27907,368,Tpacf::Java::IO::Start,
28809,0,28931,2232386,28008,368,Tpacf::Java::IO::Start,
28910,0,29030,2296148,28108,368,Tpacf::Java::IO::Start,
29010,0,29136,2342767,28208,368,Tpacf::Java::IO::Start,
29111,0,29191,2338221,28308,368,Tpacf::Java::IO::Start,
29162,0,29282,2869469,28409,368,Tpacf::Java::IO::Start,
29262,0,29384,3019213,28509,368,Tpacf::Java::IO::Start,
29363,0,29483,2725923,28609,368,Tpacf::Java::IO::Start,
29463,0,29583,2650056,28709,368,Tpacf::Java::IO::Start,
29563,0,29684,2498316,28810,368,Tpacf::Java::IO::Start,
29664,0,29784,2162353,28910,368,Tpacf::Java::IO::Start,
29764,0,29884,2184715,29010,368,Tpacf::Java::IO::Start,
29864,0,30036,2181951,29112,368,Tpacf::Java::IO::Start,
29965,0,30136,2977803,29162,368,Tpacf::Java::IO::Start,
30116,0,30192,2295751,29262,368,Tpacf::Java::IO::Start,
30166,0,30307,2413723,29363,368,Tpacf::Java::IO::Start,
30266,0,30393,2533975,29463,368,Tpacf::Java::IO::Start,
30366,0,30487,2980106,29564,368,Tpacf::Java::IO::Start,
30467,0,30587,3261628,29664,368,Tpacf::Java::IO::Start,
30567,0,30687,2339328,29764,368,Tpacf::Java::IO::Start,
30667,0,30790,3347194,29865,368,Tpacf::Java::IO::Start,
30767,0,30888,2768037,30016,368,Tpacf::Java::IO::Start,
30868,0,30988,2700705,30116,368,Tpacf::Java::IO::Start,
30968,0,31089,1355834,30166,368,Tpacf::Java::IO::Start,
31068,0,31192,2511555,30266,368,Tpacf::Java::IO::Start,
31173,0,31295,2141612,30367,368,Tpacf::Java::IO::Start,
31273,0,31401,2684394,30467,368,Tpacf::Java::IO::Start,
31373,0,31493,2656065,30567,368,Tpacf::Java::IO::Start,
31473,0,31593,2811928,30667,368,Tpacf::Java::IO::Start,
31574,0,31694,2765018,30713,369,Tpacf::Java::IO::Stop,
31674,0,31794,2720010,30750,363,Tpacf::Java::Compute::Start,
31774,0,31894,2728709,30751,364,Tpacf::Java::Compute::Stop,
31874,0,31994,2938656,30752,363,Tpacf::Java::Compute::Start,
31975,0,32095,2733997,30768,363,Tpacf::Java::Compute::Start,
32075,0,32195,2691627,30868,363,Tpacf::Java::Compute::Start,
32175,0,32295,2706396,30968,363,Tpacf::Java::Compute::Start,
32276,0,32402,2628866,31069,363,Tpacf::Java::Compute::Start,
32376,0,32498,2708151,31173,363,Tpacf::Java::Compute::Start,
32476,0,32596,2703601,31273,363,Tpacf::Java::Compute::Start,
