App,Package,Start Time,Duration,Filename
"System",,"May 4, 2014 @ 01:08:15 AM","4 min 23 sec",""

Time  [ms],"Battery Status",Time  [ms],"Memory Usage [KB]",Time  [ms],"Battery Power [uW]",Time  [ms],"Application State",Description,
19508,0,19711,1296268,19714,2185000,18606,911,Histogram::NativeC::Compute::Start,
19609,0,19812,1296268,19817,2185000,18706,911,Histogram::NativeC::Compute::Start,
19710,0,19912,1296268,19919,2185000,18807,911,Histogram::NativeC::Compute::Start,
19811,0,20013,1296144,20017,2185000,18907,911,Histogram::NativeC::Compute::Start,
19911,0,20113,1296020,20118,2185000,19008,911,Histogram::NativeC::Compute::Start,
20011,0,20213,1296144,20218,2185000,19108,911,Histogram::NativeC::Compute::Start,
20112,0,20314,1296020,20318,2119000,19208,911,Histogram::NativeC::Compute::Start,
20212,0,20414,1296020,20418,2119000,19309,911,Histogram::NativeC::Compute::Start,
20313,0,20514,1296268,20518,2119000,19371,912,Histogram::NativeC::Compute::Stop,
20413,0,20615,1296268,20619,2119000,19372,924,Histogram::NativeC::Free::Start,
20513,0,20715,1296144,20719,2119000,19373,925,Histogram::NativeC::Free::Stop,
20614,0,20817,1296516,20821,2119000,19409,925,Histogram::NativeC::Free::Stop,
20714,0,20916,1296640,20920,2119000,19509,925,Histogram::NativeC::Free::Stop,
20815,0,21016,1296640,21020,2119000,19541,0,:: :: :: ::,
20915,0,21117,1296640,21121,2119000,19567,836,Histogram::Java::IO::Start,
21015,0,21218,1296640,21222,2119000,19610,836,Histogram::Java::IO::Start,
21116,0,21319,1296516,21324,2091000,19711,836,Histogram::Java::IO::Start,
21217,0,21420,1296640,21424,2091000,19812,836,Histogram::Java::IO::Start,
21318,0,21521,1296640,21525,2091000,19912,836,Histogram::Java::IO::Start,
21419,0,21622,1296516,21627,2091000,20013,836,Histogram::Java::IO::Start,
21520,0,21723,1296516,21727,2091000,20113,836,Histogram::Java::IO::Start,
21621,0,21824,1296640,21828,2091000,20214,836,Histogram::Java::IO::Start,
21722,0,21925,1296516,21928,2091000,20314,836,Histogram::Java::IO::Start,
21823,0,22025,1296516,22037,2091000,20415,836,Histogram::Java::IO::Start,
21924,0,22076,1296764,22081,2091000,20515,836,Histogram::Java::IO::Start,
22025,0,22177,1296888,22181,2091000,20615,836,Histogram::Java::IO::Start,
22076,0,22277,1297136,22281,2124000,20715,836,Histogram::Java::IO::Start,
22176,0,22378,1297152,22381,2124000,20817,836,Histogram::Java::IO::Start,
22277,0,22479,1297152,22483,2124000,20916,836,Histogram::Java::IO::Start,
22377,0,22580,1297152,22586,2124000,21017,836,Histogram::Java::IO::Start,
22478,0,22681,1297152,22685,2124000,21117,836,Histogram::Java::IO::Start,
22579,0,22782,1297152,22789,2124000,21218,836,Histogram::Java::IO::Start,
22680,0,22884,1297152,22891,2124000,21319,836,Histogram::Java::IO::Start,
22781,0,22985,1297152,22992,2124000,21420,836,Histogram::Java::IO::Start,
22882,0,23085,1297200,23092,2124000,21521,836,Histogram::Java::IO::Start,
22983,0,23190,1297400,23194,2124000,21623,836,Histogram::Java::IO::Start,
23084,0,23286,1297276,23290,2127000,21723,836,Histogram::Java::IO::Start,
23184,0,23386,1297152,23390,2127000,21825,836,Histogram::Java::IO::Start,
23284,0,23487,1297276,23490,2127000,21925,836,Histogram::Java::IO::Start,
23386,0,23587,1297152,23591,2127000,22026,836,Histogram::Java::IO::Start,
23486,0,23687,1297152,23691,2127000,22077,836,Histogram::Java::IO::Start,
23586,0,23788,1297152,23792,2127000,22177,836,Histogram::Java::IO::Start,
