App,Package,Start Time,Duration,Filename
"System",,"May 4, 2014 @ 01:14:42 AM","7 min 22 sec",""

Time  [ms],"Battery Status",Time  [ms],"Memory Usage [KB]",Time  [ms],"Battery Power [uW]",Time  [ms],"Application State",Description,
20700,0,20801,1293352,20805,2214000,19897,368,Tpacf::Java::IO::Start,
20800,0,20901,1293104,20905,2214000,19997,368,Tpacf::Java::IO::Start,
20901,0,21002,1293228,21005,2214000,20098,368,Tpacf::Java::IO::Start,
21001,0,21102,1293228,21106,2214000,20198,368,Tpacf::Java::IO::Start,
21101,0,21203,1293352,21206,2214000,20299,368,Tpacf::Java::IO::Start,
21202,0,21303,1293352,21307,2214000,20401,368,Tpacf::Java::IO::Start,
21302,0,21403,1293352,21407,2214000,20500,368,Tpacf::Java::IO::Start,
21403,0,21504,1293104,21508,2214000,20601,368,Tpacf::Java::IO::Start,
21503,0,21604,1293104,21608,2214000,20701,368,Tpacf::Java::IO::Start,
21603,0,21704,1293104,21709,2267000,20801,368,Tpacf::Java::IO::Start,
21704,0,21807,1292980,21813,2267000,20902,368,Tpacf::Java::IO::Start,
21804,0,21905,1293104,21912,2267000,21002,368,Tpacf::Java::IO::Start,
21904,0,22006,1293104,22011,2267000,21102,368,Tpacf::Java::IO::Start,
22005,0,22107,1293104,22111,2267000,21203,368,Tpacf::Java::IO::Start,
22106,0,22206,1293104,22210,2267000,21303,368,Tpacf::Java::IO::Start,
22205,0,22308,1293104,22313,2267000,21404,368,Tpacf::Java::IO::Start,
22307,0,22413,1293104,22418,2267000,21504,368,Tpacf::Java::IO::Start,
22411,0,22509,1292856,22513,2267000,21604,368,Tpacf::Java::IO::Start,
22509,0,22610,1292980,22622,2267000,21705,368,Tpacf::Java::IO::Start,
22609,0,22710,1292856,22714,2242000,21808,368,Tpacf::Java::IO::Start,
22709,0,22810,1292856,22814,2242000,21905,368,Tpacf::Java::IO::Start,
22810,0,22911,1292732,22915,2242000,22006,368,Tpacf::Java::IO::Start,
22910,0,23013,1292980,23017,2242000,22107,368,Tpacf::Java::IO::Start,
23011,0,23113,1293104,23117,2242000,22206,368,Tpacf::Java::IO::Start,
23111,0,23213,1293228,23218,2242000,22309,368,Tpacf::Java::IO::Start,
23212,0,23313,1292980,23317,2242000,22413,368,Tpacf::Java::IO::Start,
23313,0,23414,1292980,23422,2242000,22510,368,Tpacf::Java::IO::Start,
23414,0,23514,1292980,23518,2242000,22610,368,Tpacf::Java::IO::Start,
23513,0,23615,1292980,23619,2242000,22710,368,Tpacf::Java::IO::Start,
23614,0,23715,1292980,23719,2250000,22811,368,Tpacf::Java::IO::Start,
23714,0,23816,1292980,23820,2250000,22911,368,Tpacf::Java::IO::Start,
23814,0,23916,1292856,23920,2250000,23013,368,Tpacf::Java::IO::Start,
23915,0,24016,1292856,24020,2250000,23113,368,Tpacf::Java::IO::Start,
24015,0,24117,1292856,24122,2250000,23214,368,Tpacf::Java::IO::Start,
24116,0,24217,1292856,24222,2250000,23314,368,Tpacf::Java::IO::Start,
24217,0,24319,1292856,24323,2250000,23415,368,Tpacf::Java::IO::Start,
24318,0,24419,1292856,24434,2250000,23514,368,Tpacf::Java::IO::Start,
24418,0,24519,1292856,24523,2250000,23615,368,Tpacf::Java::IO::Start,
24518,0,24620,1292980,24623,2250000,23715,368,Tpacf::Java::IO::Start,
24619,0,24720,1292856,24724,2189000,23816,368,Tpacf::Java::IO::Start,
24719,0,24820,1292856,24823,2189000,23916,368,Tpacf::Java::IO::Start,
24819,0,24921,1292856,24925,2189000,24016,368,Tpacf::Java::IO::Start,
24920,0,25021,1292980,25024,2189000,24118,368,Tpacf::Java::IO::Start,
25020,0,25122,1292980,25126,2189000,24218,368,Tpacf::Java::IO::Start,
25121,0,25222,1292980,25225,2189000,24319,368,Tpacf::Java::IO::Start,
25221,0,25322,1292980,25326,2189000,24419,368,Tpacf::Java::IO::Start,
25322,0,25373,1292980,25377,2189000,24519,368,Tpacf::Java::IO::Start,
25372,0,25473,1292980,25477,2189000,24620,368,Tpacf::Java::IO::Start,
25472,0,25574,1293104,25579,2189000,24720,368,Tpacf::Java::IO::Start,
25573,0,25674,1293104,25679,2242000,24820,368,Tpacf::Java::IO::Start,
25673,0,25775,1293104,25778,2242000,24921,368,Tpacf::Java::IO::Start,
25774,0,25875,1292980,25881,2242000,25022,368,Tpacf::Java::IO::Start,
25874,0,25977,1292980,25982,2242000,25122,368,Tpacf::Java::IO::Start,
25975,0,26076,1292980,26079,2242000,25222,368,Tpacf::Java::IO::Start,
26075,0,26177,1293104,26180,2242000,25323,368,Tpacf::Java::IO::Start,
26176,0,26277,1293104,26284,2242000,25373,368,Tpacf::Java::IO::Start,
26276,0,26377,1293104,26381,2242000,25473,368,Tpacf::Java::IO::Start,
26377,0,26478,1293104,26482,2242000,25574,368,Tpacf::Java::IO::Start,
26477,0,26578,1292980,26582,2242000,25675,368,Tpacf::Java::IO::Start,
26577,0,26678,1292980,26682,2259000,25775,368,Tpacf::Java::IO::Start,
26678,0,26779,1292980,26783,2259000,25877,368,Tpacf::Java::IO::Start,
26778,0,26880,1292980,26884,2259000,25977,368,Tpacf::Java::IO::Start,
26879,0,26980,1292980,26984,2259000,26076,368,Tpacf::Java::IO::Start,
26979,0,27080,1292980,27084,2259000,26177,368,Tpacf::Java::IO::Start,
27079,0,27180,1292980,27185,2259000,26277,368,Tpacf::Java::IO::Start,
27180,0,27281,1292980,27286,2259000,26378,368,Tpacf::Java::IO::Start,
27280,0,27381,1292980,27386,2259000,26478,368,Tpacf::Java::IO::Start,
27381,0,27482,1292980,27485,2259000,26578,368,Tpacf::Java::IO::Start,
27481,0,27582,1292980,27589,2259000,26679,368,Tpacf::Java::IO::Start,
27581,0,27683,1292980,27688,2270000,26779,368,Tpacf::Java::IO::Start,
27682,0,27783,1292856,27792,2270000,26880,368,Tpacf::Java::IO::Start,
27782,0,27883,1292856,27889,2270000,26980,368,Tpacf::Java::IO::Start,
27883,0,27984,1292980,27990,2270000,27080,368,Tpacf::Java::IO::Start,
27983,0,28086,1292980,28090,2270000,27181,368,Tpacf::Java::IO::Start,
28083,0,28184,1292980,28188,2270000,27281,368,Tpacf::Java::IO::Start,
28184,0,28285,1292980,28289,2270000,27382,368,Tpacf::Java::IO::Start,
28284,0,28385,1292980,28389,2270000,27482,368,Tpacf::Java::IO::Start,
28384,0,28493,1292856,28497,2270000,27583,368,Tpacf::Java::IO::Start,
28492,0,28593,1292980,28597,2270000,27683,368,Tpacf::Java::IO::Start,
28592,0,28694,1292856,28698,2257000,27783,368,Tpacf::Java::IO::Start,
28693,0,28794,1292980,28799,2257000,27884,368,Tpacf::Java::IO::Start,
28793,0,28894,1292980,28900,2257000,27985,368,Tpacf::Java::IO::Start,
28894,0,28995,1292980,29000,2257000,28087,368,Tpacf::Java::IO::Start,
28994,0,29095,1293104,29099,2257000,28185,368,Tpacf::Java::IO::Start,
29094,0,29196,1292980,29200,2257000,28285,368,Tpacf::Java::IO::Start,
29195,0,29296,1293104,29300,2257000,28385,368,Tpacf::Java::IO::Start,
29295,0,29396,1293104,29401,2257000,28493,368,Tpacf::Java::IO::Start,
29396,0,29497,1292980,29501,2257000,28593,368,Tpacf::Java::IO::Start,
29496,0,29597,1293104,29601,2257000,28694,368,Tpacf::Java::IO::Start,
29597,0,29698,1292980,29702,2254000,28795,368,Tpacf::Java::IO::Start,
29697,0,29798,1293104,29802,2254000,28895,368,Tpacf::Java::IO::Start,
29797,0,29899,1293104,29902,2254000,28995,368,Tpacf::Java::IO::Start,
29898,0,29999,1293104,30003,2254000,29095,368,Tpacf::Java::IO::Start,
29998,0,30099,1293104,30103,2254000,29196,368,Tpacf::Java::IO::Start,
30099,0,30200,1292980,30203,2254000,29297,368,Tpacf::Java::IO::Start,
30199,0,30300,1292980,30304,2254000,29397,368,Tpacf::Java::IO::Start,
30299,0,30400,1292980,30404,2254000,29497,368,Tpacf::Java::IO::Start,
30399,0,30501,1292980,30505,2254000,29598,368,Tpacf::Java::IO::Start,
30500,0,30601,1293228,30605,2254000,29698,368,Tpacf::Java::IO::Start,
30600,0,30702,1293104,30706,2247000,29799,368,Tpacf::Java::IO::Start,
30701,0,30802,1293228,30807,2247000,29899,368,Tpacf::Java::IO::Start,
30801,0,30904,1292980,30909,2247000,29999,368,Tpacf::Java::IO::Start,
30903,0,31004,1293104,31010,2247000,30100,368,Tpacf::Java::IO::Start,
31003,0,31105,1293228,31109,2247000,30200,368,Tpacf::Java::IO::Start,
31104,0,31205,1293228,31210,2247000,30300,368,Tpacf::Java::IO::Start,
31204,0,31306,1293228,31311,2247000,30400,368,Tpacf::Java::IO::Start,
31305,0,31406,1293228,31410,2247000,30501,368,Tpacf::Java::IO::Start,
31406,0,31507,1293228,31510,2247000,30601,368,Tpacf::Java::IO::Start,
31506,0,31607,1293228,31611,2247000,30702,368,Tpacf::Java::IO::Start,
31606,0,31707,1293352,31711,2242000,30803,368,Tpacf::Java::IO::Start,
31707,0,31808,1293228,31812,2242000,30904,368,Tpacf::Java::IO::Start,
31807,0,31908,1293104,31912,2242000,31004,368,Tpacf::Java::IO::Start,
31907,0,32009,1292980,32013,2242000,31105,368,Tpacf::Java::IO::Start,
32008,0,32109,1293104,32113,2242000,31205,368,Tpacf::Java::IO::Start,
32108,0,32210,1292980,32214,2242000,31306,368,Tpacf::Java::IO::Start,
32209,0,32310,1292980,32314,2242000,31407,368,Tpacf::Java::IO::Start,
32309,0,32410,1293104,32414,2242000,31507,368,Tpacf::Java::IO::Start,
32409,0,32510,1293104,32514,2242000,31607,368,Tpacf::Java::IO::Start,
32510,0,32611,1293104,32617,2242000,31707,368,Tpacf::Java::IO::Start,
32610,0,32712,1293104,32719,2241000,31808,368,Tpacf::Java::IO::Start,
32711,0,32812,1293104,32817,2241000,31908,368,Tpacf::Java::IO::Start,
32811,0,32913,1293104,32917,2241000,32009,368,Tpacf::Java::IO::Start,
32912,0,33014,1293104,33017,2241000,32109,368,Tpacf::Java::IO::Start,
33013,0,33114,1293104,33118,2241000,32210,368,Tpacf::Java::IO::Start,
33113,0,33217,1293104,33221,2241000,32310,368,Tpacf::Java::IO::Start,
33216,0,33317,1293228,33321,2241000,32410,368,Tpacf::Java::IO::Start,
33317,0,33418,1293228,33422,2241000,32511,368,Tpacf::Java::IO::Start,
33417,0,33518,1293228,33522,2241000,32611,368,Tpacf::Java::IO::Start,
33517,0,33619,1293352,33623,2241000,32712,368,Tpacf::Java::IO::Start,
33618,0,33719,1293228,33723,2230000,32812,368,Tpacf::Java::IO::Start,
33718,0,33819,1293228,33832,2230000,32913,368,Tpacf::Java::IO::Start,
33819,0,33920,1293228,33924,2230000,33014,368,Tpacf::Java::IO::Start,
33919,0,34020,1293228,34024,2230000,33114,368,Tpacf::Java::IO::Start,
34020,0,34121,1293228,34124,2230000,33217,368,Tpacf::Java::IO::Start,
34120,0,34221,1293104,34226,2230000,33318,368,Tpacf::Java::IO::Start,
34220,0,34322,1293104,34326,2230000,33418,368,Tpacf::Java::IO::Start,
34321,0,34422,1293228,34432,2230000,33518,368,Tpacf::Java::IO::Start,
34421,0,34523,1293228,34526,2230000,33619,368,Tpacf::Java::IO::Start,
34522,0,34623,1293228,34626,2230000,33719,368,Tpacf::Java::IO::Start,
34622,0,34724,1293228,34727,2265000,33820,368,Tpacf::Java::IO::Start,
34723,0,34825,1293228,34828,2265000,33920,368,Tpacf::Java::IO::Start,
34824,0,34925,1293228,34928,2265000,34021,368,Tpacf::Java::IO::Start,
34924,0,35025,1293104,35028,2265000,34121,368,Tpacf::Java::IO::Start,
