App,Package,Start Time,Duration,Filename
"System",,"May 3, 2014 @ 03:41:56 PM","5 min 18 sec",""

Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",Time  [ms],"Application State",Description,
84676,0,84897,2414526,84576,0,Mriq::Java::Compute::Start,
84777,0,84997,2468361,84677,0,Mriq::Java::Compute::Start,
84877,0,85098,2454712,84777,0,Mriq::Java::Compute::Start,
84977,0,85198,2538048,84877,0,Mriq::Java::Compute::Start,
85077,0,85299,2433006,84977,0,Mriq::Java::Compute::Start,
85178,0,85399,2479353,85077,0,Mriq::Java::Compute::Start,
85278,0,85509,2367898,85178,0,Mriq::Java::Compute::Start,
85378,0,85608,2522027,85278,0,Mriq::Java::Compute::Start,
85481,0,85703,2430355,85378,0,Mriq::Java::Compute::Start,
85580,0,85802,2470509,85481,0,Mriq::Java::Compute::Start,
85681,0,85902,2504906,85581,0,Mriq::Java::Compute::Start,
85781,0,86003,2409043,85681,0,Mriq::Java::Compute::Start,
85881,0,86103,2497170,85781,0,Mriq::Java::Compute::Start,
85981,0,86203,2454712,85881,0,Mriq::Java::Compute::Start,
86082,0,86302,2566170,85982,0,Mriq::Java::Compute::Start,
86182,0,86402,2411313,86082,0,Mriq::Java::Compute::Start,
86282,0,86503,2451100,86182,0,Mriq::Java::Compute::Start,
86383,0,86615,2383766,86282,0,Mriq::Java::Compute::Start,
86483,0,86713,2437176,86383,0,Mriq::Java::Compute::Start,
86583,0,86804,2506115,86483,0,Mriq::Java::Compute::Start,
86684,0,86905,2476650,86584,0,Mriq::Java::Compute::Start,
86784,0,87004,2492179,86684,0,Mriq::Java::Compute::Start,
86884,0,87104,2507705,86784,0,Mriq::Java::Compute::Start,
86984,0,87206,2752718,86884,0,Mriq::Java::Compute::Start,
87085,0,87306,2570188,86985,0,Mriq::Java::Compute::Start,
87185,0,87406,2600617,87085,0,Mriq::Java::Compute::Start,
87285,0,87506,3015473,87185,0,Mriq::Java::Compute::Start,
87386,0,87608,2599348,87286,0,Mriq::Java::Compute::Start,
87486,0,87709,2483469,87386,0,Mriq::Java::Compute::Start,
87586,0,87809,2525503,87486,0,Mriq::Java::Compute::Start,
87686,0,87909,2705344,87586,0,Mriq::Java::Compute::Start,
87787,0,88009,2756494,87687,0,Mriq::Java::Compute::Start,
87887,0,88110,2624303,87787,0,Mriq::Java::Compute::Start,
87987,0,88209,2697790,87887,0,Mriq::Java::Compute::Start,
88088,0,88309,2600057,87988,0,Mriq::Java::Compute::Start,
88188,0,88410,2769371,88088,0,Mriq::Java::Compute::Start,
88288,0,88509,2470258,88188,0,Mriq::Java::Compute::Start,
88389,0,88609,2564772,88288,0,Mriq::Java::Compute::Start,
88489,0,88710,2237403,88389,0,Mriq::Java::Compute::Start,
88589,0,88823,2344251,88489,0,Mriq::Java::Compute::Start,
88689,0,88914,2484919,88589,0,Mriq::Java::Compute::Start,
88790,0,89014,2518588,88690,0,Mriq::Java::Compute::Start,
88893,0,89114,2526192,88790,0,Mriq::Java::Compute::Start,
88993,0,89215,2506115,88893,0,Mriq::Java::Compute::Start,
89094,0,89314,2459523,88994,0,Mriq::Java::Compute::Start,
89194,0,89417,2470509,89094,0,Mriq::Java::Compute::Start,
89294,0,89514,2858397,89194,0,Mriq::Java::Compute::Start,
89394,0,89616,2685262,89294,0,Mriq::Java::Compute::Start,
89495,0,89715,2995200,89395,0,Mriq::Java::Compute::Start,
89595,0,89825,2509073,89495,0,Mriq::Java::Compute::Start,
89695,0,89925,2521599,89595,0,Mriq::Java::Compute::Start,
89795,0,90016,2043914,89695,0,Mriq::Java::Compute::Start,
89896,0,90117,2581924,89796,0,Mriq::Java::Compute::Start,
89996,0,90217,2334165,89896,0,Mriq::Java::Compute::Start,
90096,0,90319,2677918,89996,0,Mriq::Java::Compute::Start,
90197,0,90419,2763297,90097,0,Mriq::Java::Compute::Start,
90298,0,90519,2705281,90197,0,Mriq::Java::Compute::Start,
90398,0,90619,2321895,90298,0,Mriq::Java::Compute::Start,
90498,0,90720,2580683,90398,0,Mriq::Java::Compute::Start,
90599,0,90820,2255211,90499,0,Mriq::Java::Compute::Start,
90699,0,90922,2685182,90599,0,Mriq::Java::Compute::Start,
90799,0,91030,2497851,90699,0,Mriq::Java::Compute::Start,
90899,0,91121,2183978,90799,0,Mriq::Java::Compute::Start,
91000,0,91221,2268471,90900,0,Mriq::Java::Compute::Start,
91100,0,91322,2277564,91000,0,Mriq::Java::Compute::Start,
91200,0,91422,2271983,91100,0,Mriq::Java::Compute::Start,
91300,0,91524,2490348,91200,0,Mriq::Java::Compute::Start,
91401,0,91623,1946627,91301,0,Mriq::Java::Compute::Start,
91504,0,91724,2117987,91401,0,Mriq::Java::Compute::Start,
91603,0,91824,2155815,91504,0,Mriq::Java::Compute::Start,
91703,0,91925,2003241,91603,0,Mriq::Java::Compute::Start,
91804,0,92037,2814467,91704,0,Mriq::Java::Compute::Start,
91904,0,92125,2298675,91804,0,Mriq::Java::Compute::Start,
92004,0,92225,2347865,91904,0,Mriq::Java::Compute::Start,
92104,0,92326,2223001,92004,0,Mriq::Java::Compute::Start,
92205,0,92426,2661260,92105,0,Mriq::Java::Compute::Start,
92305,0,92527,2645709,92205,0,Mriq::Java::Compute::Start,
92406,0,92626,2332626,92305,0,Mriq::Java::Compute::Start,
92506,0,92727,2207625,92406,0,Mriq::Java::Compute::Start,
92606,0,92828,2201186,92506,0,Mriq::Java::Compute::Start,
92707,0,92928,2324169,92607,0,Mriq::Java::Compute::Start,
92807,0,93029,2250662,92707,0,Mriq::Java::Compute::Start,
92908,0,93133,2596221,92808,0,Mriq::Java::Compute::Start,
93008,0,93232,2736412,92908,0,Mriq::Java::Compute::Start,
93108,0,93329,2339703,93008,0,Mriq::Java::Compute::Start,
93209,0,93432,2641989,93109,0,Mriq::Java::Compute::Start,
93309,0,93533,2521811,93209,0,Mriq::Java::Compute::Start,
93410,0,93633,2263926,93309,0,Mriq::Java::Compute::Start,
93510,0,93733,2168063,93410,0,Mriq::Java::Compute::Start,
93610,0,93833,2337433,93510,0,Mriq::Java::Compute::Start,
93711,0,93934,2359142,93611,0,Mriq::Java::Compute::Start,
93811,0,94036,2297019,93711,0,Mriq::Java::Compute::Start,
93912,0,94133,2345530,93812,0,Mriq::Java::Compute::Start,
94012,0,94243,2561997,93912,0,Mriq::Java::Compute::Start,
94113,0,94337,2332259,94013,0,Mriq::Java::Compute::Start,
94213,0,94435,2311288,94113,0,Mriq::Java::Compute::Start,
94314,0,94537,3054839,94214,0,Mriq::Java::Compute::Start,
94414,0,94636,2570188,94314,0,Mriq::Java::Compute::Start,
94515,0,94737,2536864,94414,0,Mriq::Java::Compute::Start,
94615,0,94837,2360772,94515,0,Mriq::Java::Compute::Start,
94716,0,94937,2310279,94615,0,Mriq::Java::Compute::Start,
94816,0,95038,2434902,94716,0,Mriq::Java::Compute::Start,
94917,0,95138,2330622,94816,0,Mriq::Java::Compute::Start,
95017,0,95239,2636262,94917,0,Mriq::Java::Compute::Start,
95117,0,95348,2586968,95017,0,Mriq::Java::Compute::Start,
95218,0,95440,2399637,95118,0,Mriq::Java::Compute::Start,
95318,0,95541,2897160,95218,0,Mriq::Java::Compute::Start,
95419,0,95639,2367557,95319,0,Mriq::Java::Compute::Start,
95519,0,95740,2425605,95419,0,Mriq::Java::Compute::Start,
95619,0,95840,2428174,95519,0,Mriq::Java::Compute::Start,
95720,0,95941,2671180,95620,0,Mriq::Java::Compute::Start,
95820,0,96041,2336810,95720,0,Mriq::Java::Compute::Start,
95921,0,96143,2229364,95820,0,Mriq::Java::Compute::Start,
96021,0,96243,2267234,95921,0,Mriq::Java::Compute::Start,
96122,0,96346,2789840,96021,0,Mriq::Java::Compute::Start,
96222,0,96443,2455649,96122,0,Mriq::Java::Compute::Start,
96323,0,96546,2992930,96222,0,Mriq::Java::Compute::Start,
96423,0,96645,2313180,96323,0,Mriq::Java::Compute::Start,
96523,0,96745,2328717,96423,0,Mriq::Java::Compute::Start,
96624,0,96846,2328717,96524,0,Mriq::Java::Compute::Start,
96724,0,96945,2379868,96624,0,Mriq::Java::Compute::Start,
96825,0,97047,2326443,96725,0,Mriq::Java::Compute::Start,
96925,0,97146,2377262,96825,0,Mriq::Java::Compute::Start,
97026,0,97247,2428836,96925,0,Mriq::Java::Compute::Start,
97126,0,97348,2317724,97026,0,Mriq::Java::Compute::Start,
97227,0,97452,2527087,97126,0,Mriq::Java::Compute::Start,
97328,0,97551,3001459,97227,0,Mriq::Java::Compute::Start,
97427,0,97650,2613317,97328,0,Mriq::Java::Compute::Start,
97528,0,97749,3203480,97428,0,Mriq::Java::Compute::Start,
97628,0,97850,2371434,97528,0,Mriq::Java::Compute::Start,
97729,0,97951,2338146,97629,0,Mriq::Java::Compute::Start,
97830,0,98052,2335876,97730,0,Mriq::Java::Compute::Start,
97930,0,98153,2237403,97830,0,Mriq::Java::Compute::Start,
98030,0,98252,2279838,97930,0,Mriq::Java::Compute::Start,
98131,0,98352,2448268,98031,0,Mriq::Java::Compute::Start,
98231,0,98456,3244012,98131,0,Mriq::Java::Compute::Start,
98332,0,98557,2510441,98231,0,Mriq::Java::Compute::Start,
98432,0,98657,2504906,98332,0,Mriq::Java::Compute::Start,
98533,0,98754,2181700,98432,0,Mriq::Java::Compute::Start,
98633,0,98853,2467016,98534,0,Mriq::Java::Compute::Start,
98733,0,98956,3228984,98633,0,Mriq::Java::Compute::Start,
98834,0,99055,3130847,98734,0,Mriq::Java::Compute::Start,
98934,0,99156,3866793,98834,0,Mriq::Java::Compute::Start,
99035,0,99208,3028441,98934,0,Mriq::Java::Compute::Start,
99135,0,99306,3645638,99035,0,Mriq::Java::Compute::Start,
99185,0,99407,3133894,99135,0,Mriq::Java::Compute::Start,
99286,0,99507,2998426,99186,0,Mriq::Java::Compute::Start,
99386,0,99609,3150788,99286,0,Mriq::Java::Compute::Start,
99487,0,99707,3427307,99386,0,Mriq::Java::Compute::Start,
99587,0,99808,3208350,99487,0,Mriq::Java::Compute::Start,
99687,0,99909,3356662,99587,0,Mriq::Java::Compute::Start,
99788,0,100010,3189370,99688,0,Mriq::Java::Compute::Start,
99889,0,100111,3805947,99788,0,Mriq::Java::Compute::Start,
99990,0,100211,3520557,99889,0,Mriq::Java::Compute::Start,
100090,0,100313,3312625,99990,0,Mriq::Java::Compute::Start,
100190,0,100415,3003996,100090,0,Mriq::Java::Compute::Start,
100291,0,100513,3172115,100191,0,Mriq::Java::Compute::Start,
100392,0,100613,2375965,100292,0,Mriq::Java::Compute::Start,
100492,0,100729,1432069,100392,0,Mriq::Java::Compute::Start,
100592,0,100825,2449211,100492,0,Mriq::Java::Compute::Start,
100693,0,100915,2319624,100592,0,Mriq::Java::Compute::Start,
100794,0,101016,2359439,100695,0,Mriq::Java::Compute::Start,
100894,0,101116,2554146,100794,0,Mriq::Java::Compute::Start,
100994,0,101215,2772035,100894,0,Mriq::Java::Compute::Start,
101095,0,101316,2416074,100995,0,Mriq::Java::Compute::Start,
101195,0,101417,2610327,101095,0,Mriq::Java::Compute::Start,
101296,0,101518,2240725,101196,0,Mriq::Java::Compute::Start,
101396,0,101620,2334900,101296,0,Mriq::Java::Compute::Start,
101497,0,101718,2506115,101397,0,Mriq::Java::Compute::Start,
101597,0,101825,2753450,101497,0,Mriq::Java::Compute::Start,
101698,0,101919,2332259,101597,0,Mriq::Java::Compute::Start,
101798,0,102022,2541908,101698,0,Mriq::Java::Compute::Start,
101899,0,102127,2739945,101798,0,Mriq::Java::Compute::Start,
101999,0,102270,2555848,101899,0,Mriq::Java::Compute::Start,
102099,0,102373,3106329,101999,0,Mriq::Java::Compute::Start,
102249,0,102471,2324541,102099,0,Mriq::Java::Compute::Start,
102350,0,102579,2508389,102250,0,Mriq::Java::Compute::Start,
102450,0,102672,2205352,102350,0,Mriq::Java::Compute::Start,
102552,0,102723,2484146,102452,0,Mriq::Java::Compute::Start,
102652,0,102873,2328173,102552,0,Mriq::Java::Compute::Start,
102703,0,102982,2485828,102653,0,Mriq::Java::Compute::Start,
102853,0,103073,2335521,102703,0,Mriq::Java::Compute::Start,
102953,0,103175,2453640,102853,0,Mriq::Java::Compute::Start,
103054,0,103225,2351420,102954,0,Mriq::Java::Compute::Start,
103154,0,103325,2379542,103054,0,Mriq::Java::Compute::Start,
103204,0,103475,2363991,103154,0,Mriq::Java::Compute::Start,
103304,0,103578,2564580,103205,0,Mriq::Java::Compute::Start,
103455,0,103626,2380180,103305,0,Mriq::Java::Compute::Start,
103555,0,103776,2422499,103455,0,Mriq::Java::Compute::Start,
103606,0,103879,2231796,103556,0,Mriq::Java::Compute::Start,
103756,0,103980,2260988,103606,0,Mriq::Java::Compute::Start,
103857,0,104080,2107595,103757,0,Mriq::Java::Compute::Start,
103957,0,104179,2323272,103857,0,Mriq::Java::Compute::Start,
104058,0,104283,2812898,103958,0,Mriq::Java::Compute::Start,
104158,0,104330,2352703,104058,0,Mriq::Java::Compute::Start,
104259,0,104431,2374672,104159,0,Mriq::Java::Compute::Start,
104309,0,104587,2450432,104259,0,Mriq::Java::Compute::Start,
104410,0,104631,2354976,104309,0,Mriq::Java::Compute::Start,
104561,0,104731,2354976,104410,0,Mriq::Java::Compute::Start,
104611,0,104832,2343254,104561,0,Mriq::Java::Compute::Start,
104711,0,104990,2575268,104611,0,Mriq::Java::Compute::Start,
104811,0,105088,2485064,104712,0,Mriq::Java::Compute::Start,
104962,0,105184,2329081,104812,0,Mriq::Java::Compute::Start,
105063,0,105234,2337789,104963,0,Mriq::Java::Compute::Start,
105163,0,105334,2371115,105063,0,Mriq::Java::Compute::Start,
105213,0,105435,2349196,105163,0,Mriq::Java::Compute::Start,
105314,0,105535,2335592,105214,0,Mriq::Java::Compute::Start,
105415,0,105687,2305343,105314,0,Mriq::Java::Compute::Start,
105515,0,105787,2267432,105415,0,Mriq::Java::Compute::Start,
105666,0,105887,2282978,105515,0,Mriq::Java::Compute::Start,
105766,0,105988,2303068,105666,0,Mriq::Java::Compute::Start,
105866,0,106097,2515895,105766,0,Mriq::Java::Compute::Start,
105967,0,106195,2480276,105867,0,Mriq::Java::Compute::Start,
106068,0,106248,2498087,105967,0,Mriq::Java::Compute::Start,
106168,0,106340,2199508,106068,0,Mriq::Java::Compute::Start,
106219,0,106440,2288553,106168,0,Mriq::Java::Compute::Start,
106319,0,106592,2887974,106219,0,Mriq::Java::Compute::Start,
106419,0,106691,2341977,106319,0,Mriq::Java::Compute::Start,
106570,0,106790,2384416,106420,0,Mriq::Java::Compute::Start,
106670,0,106890,2281734,106570,0,Mriq::Java::Compute::Start,
106770,0,106941,2488991,106670,0,Mriq::Java::Compute::Start,
106870,0,107093,2689879,106770,0,Mriq::Java::Compute::Start,
106921,0,107202,2622872,106871,0,Mriq::Java::Compute::Start,
107071,0,107313,2767870,106921,0,Mriq::Java::Compute::Start,
107172,0,107344,2380839,107071,0,Mriq::Java::Compute::Start,
107272,0,107494,2374024,107172,0,Mriq::Java::Compute::Start,
107323,0,107598,2194964,107273,0,Mriq::Java::Compute::Start,
107473,0,107694,2411313,107323,0,Mriq::Java::Compute::Start,
107574,0,107796,2364334,107473,0,Mriq::Java::Compute::Start,
107674,0,107896,2305103,107574,0,Mriq::Java::Compute::Start,
107774,0,107997,2287305,107674,0,Mriq::Java::Compute::Start,
107875,0,108047,2443326,107775,0,Mriq::Java::Compute::Start,
107976,0,108153,3452165,107875,0,Mriq::Java::Compute::Start,
108026,0,108255,2478923,107976,0,Mriq::Java::Compute::Start,
108131,0,108354,2470258,108027,0,Mriq::Java::Compute::Start,
108231,0,108452,2497170,108131,0,Mriq::Java::Compute::Start,
108331,0,108553,2470258,108231,0,Mriq::Java::Compute::Start,
108432,0,108653,2559726,108332,0,Mriq::Java::Compute::Start,
108532,0,108753,2514988,108432,0,Mriq::Java::Compute::Start,
108632,0,108854,2498087,108532,0,Mriq::Java::Compute::Start,
108732,0,108954,2805752,108632,0,Mriq::Java::Compute::Start,
108832,0,109053,3188819,108733,0,Mriq::Java::Compute::Start,
108933,0,109153,3058784,108833,0,Mriq::Java::Compute::Start,
109033,0,109254,2809153,108933,0,Mriq::Java::Compute::Start,
109133,0,109362,2468912,109033,0,Mriq::Java::Compute::Start,
109233,0,109460,2484824,109133,0,Mriq::Java::Compute::Start,
109334,0,109555,2449208,109234,0,Mriq::Java::Compute::Start,
109434,0,109655,2668996,109334,0,Mriq::Java::Compute::Start,
109534,0,109755,2256866,109434,0,Mriq::Java::Compute::Start,
109634,0,109856,2230580,109534,0,Mriq::Java::Compute::Start,
109735,0,109955,2339703,109635,0,Mriq::Java::Compute::Start,
109835,0,110057,2660631,109735,0,Mriq::Java::Compute::Start,
109935,0,110157,2294120,109835,0,Mriq::Java::Compute::Start,
110035,0,110257,2269507,109935,0,Mriq::Java::Compute::Start,
110136,0,110358,2252322,110036,0,Mriq::Java::Compute::Start,
110236,0,110469,2543996,110136,0,Mriq::Java::Compute::Start,
110337,0,110566,2517001,110236,0,Mriq::Java::Compute::Start,
110437,0,110658,2365649,110337,0,Mriq::Java::Compute::Start,
110537,0,110760,2260840,110437,0,Mriq::Java::Compute::Start,
110638,0,110860,2094556,110538,0,Mriq::Java::Compute::Start,
110738,0,110961,2761039,110638,0,Mriq::Java::Compute::Start,
110839,0,111061,2226186,110739,0,Mriq::Java::Compute::Start,
110940,0,111162,2746222,110839,0,Mriq::Java::Compute::Start,
111040,0,111262,2197357,110940,0,Mriq::Java::Compute::Start,
111140,0,111371,2825869,111040,0,Mriq::Java::Compute::Start,
111241,0,111466,2303695,111140,0,Mriq::Java::Compute::Start,
111341,0,111562,2350429,111241,0,Mriq::Java::Compute::Start,
111442,0,111672,2312549,111341,0,Mriq::Java::Compute::Start,
111542,0,111763,2441719,111442,0,Mriq::Java::Compute::Start,
111642,0,111864,2792861,111542,0,Mriq::Java::Compute::Start,
111743,0,111967,2550117,111643,0,Mriq::Java::Compute::Start,
111843,0,112065,2668360,111743,0,Mriq::Java::Compute::Start,
111945,0,112165,2392140,111844,0,Mriq::Java::Compute::Start,
112045,0,112266,2692572,111945,0,Mriq::Java::Compute::Start,
112145,0,112366,2416440,112045,0,Mriq::Java::Compute::Start,
112246,0,112467,2316464,112145,0,Mriq::Java::Compute::Start,
112346,0,112567,2071447,112246,0,Mriq::Java::Compute::Start,
112446,0,112671,2541406,112346,0,Mriq::Java::Compute::Start,
112546,0,112768,2808386,112446,0,Mriq::Java::Compute::Start,
112647,0,112869,1981980,112547,0,Mriq::Java::Compute::Start,
112748,0,112970,2422421,112647,0,Mriq::Java::Compute::Start,
112848,0,113069,2329081,112748,0,Mriq::Java::Compute::Start,
112949,0,113169,2629685,112849,0,Mriq::Java::Compute::Start,
113049,0,113270,2324541,112949,0,Mriq::Java::Compute::Start,
113149,0,113379,2496725,113049,0,Mriq::Java::Compute::Start,
113250,0,113470,2405460,113149,0,Mriq::Java::Compute::Start,
113351,0,113571,2653362,113250,0,Mriq::Java::Compute::Start,
113450,0,113680,2352352,113351,0,Mriq::Java::Compute::Start,
113552,0,113776,2521811,113451,0,Mriq::Java::Compute::Start,
113652,0,113872,2227698,113552,0,Mriq::Java::Compute::Start,
113752,0,113974,2729227,113652,0,Mriq::Java::Compute::Start,
113853,0,114076,2830001,113752,0,Mriq::Java::Compute::Start,
113954,0,114176,2604933,113853,0,Mriq::Java::Compute::Start,
114054,0,114277,2604933,113954,0,Mriq::Java::Compute::Start,
114154,0,114375,2406772,114054,0,Mriq::Java::Compute::Start,
114255,0,114476,2589399,114155,0,Mriq::Java::Compute::Start,
114355,0,114576,2600057,114255,0,Mriq::Java::Compute::Start,
114456,0,114676,2356869,114355,0,Mriq::Java::Compute::Start,
114556,0,114786,2575436,114456,0,Mriq::Java::Compute::Start,
114656,0,114884,2490582,114556,0,Mriq::Java::Compute::Start,
114756,0,114978,2250049,114656,0,Mriq::Java::Compute::Start,
114857,0,115079,2237403,114757,0,Mriq::Java::Compute::Start,
114957,0,115179,2174882,114857,0,Mriq::Java::Compute::Start,
115058,0,115280,2270745,114958,0,Mriq::Java::Compute::Start,
115158,0,115380,2278805,115058,0,Mriq::Java::Compute::Start,
115259,0,115481,2289801,115159,0,Mriq::Java::Compute::Start,
115359,0,115580,2456169,115259,0,Mriq::Java::Compute::Start,
115460,0,115681,2453902,115359,0,Mriq::Java::Compute::Start,
115560,0,115781,2365003,115460,0,Mriq::Java::Compute::Start,
115661,0,115893,2553086,115560,0,Mriq::Java::Compute::Start,
115761,0,115989,2481873,115661,0,Mriq::Java::Compute::Start,
115861,0,116084,2696247,115761,0,Mriq::Java::Compute::Start,
115962,0,116185,2397676,115862,0,Mriq::Java::Compute::Start,
116063,0,116285,2208227,115962,0,Mriq::Java::Compute::Start,
116163,0,116385,2282978,116064,0,Mriq::Java::Compute::Start,
116263,0,116486,3117011,116163,0,Mriq::Java::Compute::Start,
116364,0,116588,2181807,116264,0,Mriq::Java::Compute::Start,
116464,0,116689,2641155,116364,0,Mriq::Java::Compute::Start,
116565,0,116789,2850915,116464,0,Mriq::Java::Compute::Start,
116665,0,116888,2169150,116565,0,Mriq::Java::Compute::Start,
116766,0,116997,2476650,116665,0,Mriq::Java::Compute::Start,
116866,0,117096,2543996,116766,0,Mriq::Java::Compute::Start,
116966,0,117189,2354976,116866,0,Mriq::Java::Compute::Start,
117067,0,117289,2243228,116967,0,Mriq::Java::Compute::Start,
117167,0,117389,2271776,117067,0,Mriq::Java::Compute::Start,
117268,0,117490,2309649,117168,0,Mriq::Java::Compute::Start,
117368,0,117590,2080729,117268,0,Mriq::Java::Compute::Start,
117469,0,117691,2194365,117368,0,Mriq::Java::Compute::Start,
117569,0,117790,2501950,117469,0,Mriq::Java::Compute::Start,
117670,0,117892,2167472,117569,0,Mriq::Java::Compute::Start,
117770,0,117995,2611039,117670,0,Mriq::Java::Compute::Start,
117870,0,118105,2488312,117770,0,Mriq::Java::Compute::Start,
117975,0,118196,2555360,117871,0,Mriq::Java::Compute::Start,
118076,0,118297,2529355,117976,0,Mriq::Java::Compute::Start,
118176,0,118398,2711836,118076,0,Mriq::Java::Compute::Start,
118276,0,118498,2518375,118176,0,Mriq::Java::Compute::Start,
118376,0,118598,2460453,118276,0,Mriq::Java::Compute::Start,
118477,0,118702,2745532,118377,0,Mriq::Java::Compute::Start,
118577,0,118802,2504679,118477,0,Mriq::Java::Compute::Start,
118680,0,118904,2422012,118577,0,Mriq::Java::Compute::Start,
118779,0,119003,2511125,118680,0,Mriq::Java::Compute::Start,
118880,0,119115,2730755,118779,0,Mriq::Java::Compute::Start,
118982,0,119211,2501267,118881,0,Mriq::Java::Compute::Start,
119082,0,119304,2513401,118982,0,Mriq::Java::Compute::Start,
119182,0,119403,2613887,119082,0,Mriq::Java::Compute::Start,
119283,0,119503,2497851,119183,0,Mriq::Java::Compute::Start,
119383,0,119604,2446933,119283,0,Mriq::Java::Compute::Start,
119483,0,119707,2455649,119383,0,Mriq::Java::Compute::Start,
119583,0,119806,2461796,119483,0,Mriq::Java::Compute::Start,
119685,0,119907,2481873,119584,0,Mriq::Java::Compute::Start,
119786,0,120007,2477326,119685,0,Mriq::Java::Compute::Start,
119886,0,120108,2532322,119786,0,Mriq::Java::Compute::Start,
119986,0,120210,2525503,119886,0,Mriq::Java::Compute::Start,
120086,0,120318,2473204,119986,0,Mriq::Java::Compute::Start,
120187,0,120409,2462205,120087,0,Mriq::Java::Compute::Start,
120287,0,120508,2482304,120187,0,Mriq::Java::Compute::Start,
120387,0,120608,2740960,120287,0,Mriq::Java::Compute::Start,
120487,0,120710,2732245,120387,0,Mriq::Java::Compute::Start,
120588,0,120808,2500585,120488,0,Mriq::Java::Compute::Start,
120688,0,120909,2500585,120588,0,Mriq::Java::Compute::Start,
120788,0,121009,2533900,120688,0,Mriq::Java::Compute::Start,
120889,0,121110,2441327,120789,0,Mriq::Java::Compute::Start,
120989,0,121212,2494682,120889,0,Mriq::Java::Compute::Start,
121090,0,121316,2638389,120990,0,Mriq::Java::Compute::Start,
121190,0,121412,2486955,121090,0,Mriq::Java::Compute::Start,
121290,0,121512,2507021,121190,0,Mriq::Java::Compute::Start,
121391,0,121612,2562180,121291,0,Mriq::Java::Compute::Start,
121491,0,121720,2537556,121391,0,Mriq::Java::Compute::Start,
121591,0,121812,2542103,121491,0,Mriq::Java::Compute::Start,
121691,0,121913,2471006,121591,0,Mriq::Java::Compute::Start,
121792,0,122026,2653287,121692,0,Mriq::Java::Compute::Start,
121892,0,122122,2529155,121792,0,Mriq::Java::Compute::Start,
122001,0,122223,2529155,121892,0,Mriq::Java::Compute::Start,
122101,0,122323,2528466,122001,0,Mriq::Java::Compute::Start,
122202,0,122434,2450432,122102,0,Mriq::Java::Compute::Start,
122302,0,122524,2484146,122202,0,Mriq::Java::Compute::Start,
122402,0,122624,2623587,122302,0,Mriq::Java::Compute::Start,
122503,0,122725,2467566,122403,0,Mriq::Java::Compute::Start,
122603,0,122825,2570889,122503,0,Mriq::Java::Compute::Start,
122704,0,122925,2519749,122603,0,Mriq::Java::Compute::Start,
122804,0,123027,2484146,122704,0,Mriq::Java::Compute::Start,
122904,0,123126,2636386,122804,0,Mriq::Java::Compute::Start,
123004,0,123225,2409043,122904,0,Mriq::Java::Compute::Start,
123105,0,123325,2555360,123005,0,Mriq::Java::Compute::Start,
123205,0,123431,2452706,123105,0,Mriq::Java::Compute::Start,
123305,0,123531,2283382,123205,0,Mriq::Java::Compute::Start,
123405,0,123627,2471434,123305,0,Mriq::Java::Compute::Start,
123506,0,123726,2544880,123406,0,Mriq::Java::Compute::Start,
123606,0,123828,3235780,123506,0,Mriq::Java::Compute::Start,
123706,0,123929,3087103,123606,0,Mriq::Java::Compute::Start,
123807,0,124028,2652016,123706,0,Mriq::Java::Compute::Start,
123908,0,124129,2453990,123808,0,Mriq::Java::Compute::Start,
124008,0,124230,1344505,123908,0,Mriq::Java::Compute::Start,
124109,0,124330,2458142,124009,0,Mriq::Java::Compute::Start,
124209,0,124430,2521243,124109,0,Mriq::Java::Compute::Start,
124309,0,124536,2463398,124209,0,Mriq::Java::Compute::Start,
124410,0,124636,2530045,124310,0,Mriq::Java::Compute::Start,
124510,0,124732,2512247,124410,0,Mriq::Java::Compute::Start,
124610,0,124832,2446933,124510,0,Mriq::Java::Compute::Start,
124711,0,124933,2473457,124610,0,Mriq::Java::Compute::Start,
124811,0,125032,2587124,124711,0,Mriq::Java::Compute::Start,
124912,0,125133,2433574,124812,0,Mriq::Java::Compute::Start,
125012,0,125233,2485064,124912,0,Mriq::Java::Compute::Start,
125112,0,125333,2169742,125012,0,Mriq::Java::Compute::Start,
125212,0,125434,2477326,125112,0,Mriq::Java::Compute::Start,
125312,0,125535,2520436,125213,0,Mriq::Java::Compute::Start,
125413,0,125644,2366608,125313,0,Mriq::Java::Compute::Start,
125514,0,125741,2453374,125413,0,Mriq::Java::Compute::Start,
125614,0,125836,2560601,125514,0,Mriq::Java::Compute::Start,
125715,0,125936,2618574,125615,0,Mriq::Java::Compute::Start,
125815,0,126037,2487865,125715,0,Mriq::Java::Compute::Start,
125915,0,126136,2490140,125815,0,Mriq::Java::Compute::Start,
126016,0,126237,2443598,125916,0,Mriq::Java::Compute::Start,
126116,0,126337,2468912,126016,0,Mriq::Java::Compute::Start,
126216,0,126438,2467016,126116,0,Mriq::Java::Compute::Start,
126317,0,126538,2437840,126217,0,Mriq::Java::Compute::Start,
126417,0,126638,2467016,126317,0,Mriq::Java::Compute::Start,
126517,0,126748,2297646,126417,0,Mriq::Java::Compute::Start,
126617,0,126849,2488454,126517,0,Mriq::Java::Compute::Start,
126719,0,126940,2472530,126618,0,Mriq::Java::Compute::Start,
126819,0,127041,2495810,126719,0,Mriq::Java::Compute::Start,
